Claim_ID,SKU,Component Failed,Days After Purchase,Repair Cost
W021739,LP0983,SSD,537,224
W021740,LP0521,Motherboard,915,485
W021741,LP0846,SSD,544,215
W021742,LP0086,SSD,691,75
W021743,LP0315,Cooling Fan,540,507
W021744,LP0687,GPU,586,345
W021745,LP0666,Display,717,85
W021746,LP0715,Cooling Fan,684,562
W021747,LP0332,Keyboard,305,476
W021748,LP0992,GPU,275,387
W021749,LP0799,Battery,973,124
W021750,LP0440,Touchpad,602,294
W021751,LP0926,SSD,349,695
W021752,LP0649,SSD,999,617
W021753,LP0427,Keyboard,688,526
W021754,LP0530,SSD,795,95
W021755,LP0105,Keyboard,1095,296
W021756,LP0321,Display,397,35
W021757,LP0987,Battery,67,270
W021758,LP0025,Keyboard,987,167
W021759,LP0027,Touchpad,757,454
W021760,LP0894,Battery,721,60
W021761,LP0877,RAM,1029,404
W021762,LP0650,Battery,245,297
W021763,LP0582,Cooling Fan,539,169
W021764,LP0959,Display,106,462
W021765,LP0679,GPU,581,429
W021766,LP0479,GPU,489,479
W021767,LP0852,GPU,81,509
W021768,LP0400,Motherboard,897,659
W021769,LP0300,Battery,136,166
W021770,LP0156,Battery,716,581
W021771,LP0539,RAM,266,670
W021772,LP0237,Speaker,573,156
W021773,LP0386,SSD,928,619
W021774,LP0565,SSD,993,679
W021775,LP0263,Motherboard,244,601
W021776,LP0063,Cooling Fan,847,563
W021777,LP0963,Display,479,49
W021778,LP0710,Display,18,269
W021779,LP0335,GPU,184,299
W021780,LP0614,SSD,352,224
W021781,LP0955,GPU,250,154
W021782,LP0918,GPU,951,527
W021783,LP0804,SSD,927,508
W021784,LP0214,Display,465,684
W021785,LP0220,SSD,202,135
W021786,LP0494,Motherboard,309,508
W021787,LP0138,Touchpad,521,370
W021788,LP0750,RAM,978,278
W021789,LP0159,Speaker,823,592
W021790,LP0867,Cooling Fan,142,513
W021791,LP0670,Cooling Fan,651,88
W021792,LP0189,SSD,1045,228
W021793,LP0615,Touchpad,246,174
W021794,LP0039,GPU,166,375
W021795,LP0348,Touchpad,1068,628
W021796,LP0762,Battery,1085,245
W021797,LP0465,Cooling Fan,736,215
W021798,LP0979,Battery,404,386
W021799,LP0387,RAM,720,113
W021800,LP0752,RAM,261,608
W021801,LP0146,Cooling Fan,685,317
W021802,LP0097,Motherboard,873,526
W021803,LP0365,Speaker,735,560
W021804,LP0965,Speaker,478,311
W021805,LP0390,Battery,681,575
W021806,LP0053,SSD,241,627
W021807,LP0785,Display,150,144
W021808,LP0784,GPU,1042,601
W021809,LP0002,Battery,1039,149
W021810,LP0181,RAM,734,304
W021811,LP0175,RAM,112,308
W021812,LP0643,Keyboard,625,331
W021813,LP0138,GPU,266,53
W021814,LP0280,Cooling Fan,195,325
W021815,LP0880,Speaker,77,550
W021816,LP0046,SSD,630,496
W021817,LP0602,RAM,421,334
W021818,LP0240,Keyboard,120,415
W021819,LP0403,GPU,838,71
W021820,LP0284,RAM,319,266
W021821,LP0430,Touchpad,285,253
W021822,LP0930,Speaker,340,198
W021823,LP0038,RAM,33,217
W021824,LP0362,Speaker,135,184
W021825,LP0572,Touchpad,546,468
W021826,LP0767,Speaker,408,61
W021827,LP0814,RAM,483,516
W021828,LP0846,Speaker,644,48
W021829,LP0603,Speaker,875,462
W021830,LP0517,Display,804,313
W021831,LP0711,Speaker,884,315
W021832,LP0680,GPU,898,350
W021833,LP0583,Keyboard,755,194
W021834,LP0953,Keyboard,1079,403
W021835,LP0494,Display,343,155
W021836,LP0663,Battery,338,526
W021837,LP0902,Motherboard,250,132
W021838,LP0585,Battery,471,377
W021839,LP0456,Keyboard,1003,245
W021840,LP0612,Keyboard,392,409
W021841,LP0782,Motherboard,161,653
W021842,LP0178,Battery,983,127
W021843,LP0947,Touchpad,888,512
W021844,LP0860,Motherboard,470,152
W021845,LP0013,RAM,423,536
W021846,LP0121,Speaker,81,636
W021847,LP0542,Battery,52,351
W021848,LP0969,Keyboard,406,498
W021849,LP0910,Cooling Fan,697,254
W021850,LP0079,Battery,1091,312
W021851,LP0851,Cooling Fan,527,281
W021852,LP0227,Display,757,670
W021853,LP0146,Display,838,474
W021854,LP0264,SSD,595,376
W021855,LP0755,Motherboard,964,293
W021856,LP0192,Display,987,559
W021857,LP0511,Speaker,474,58
W021858,LP0051,RAM,975,394
W021859,LP0176,RAM,1026,406
W021860,LP0950,Speaker,401,419
W021861,LP0958,SSD,285,598
W021862,LP0733,Touchpad,823,442
W021863,LP0898,Speaker,169,38
W021864,LP0873,GPU,478,38
W021865,LP0018,Cooling Fan,346,129
W021866,LP0573,Battery,818,382
W021867,LP0253,RAM,476,585
W021868,LP0166,Display,1069,140
W021869,LP0029,Speaker,846,323
W021870,LP0140,Touchpad,568,268
W021871,LP0179,Display,550,506
W021872,LP0299,Touchpad,476,365
W021873,LP0261,Touchpad,636,148
W021874,LP0005,Touchpad,1025,410
W021875,LP0529,Cooling Fan,1008,475
W021876,LP0672,Touchpad,1087,522
W021877,LP0588,GPU,52,603
W021878,LP0458,Motherboard,428,405
W021879,LP0275,Battery,936,464
W021880,LP0917,Battery,442,115
W021881,LP0476,Cooling Fan,83,531
W021882,LP0458,Battery,505,65
W021883,LP0685,Touchpad,889,470
W021884,LP0595,SSD,229,465
W021885,LP0984,Battery,85,285
W021886,LP0115,RAM,263,367
W021887,LP0867,Cooling Fan,410,137
W021888,LP0320,Keyboard,73,394
W021889,LP0622,GPU,244,425
W021890,LP0020,RAM,64,400
W021891,LP0699,Motherboard,515,370
W021892,LP0095,Speaker,426,552
W021893,LP0724,GPU,95,326
W021894,LP0686,Motherboard,48,603
W021895,LP0111,Touchpad,289,198
W021896,LP0672,Battery,507,178
W021897,LP0844,Speaker,41,41
W021898,LP0415,RAM,728,424
W021899,LP0308,Battery,570,356
W021900,LP0788,Speaker,150,641
W021901,LP0464,Battery,493,607
W021902,LP0409,Display,308,327
W021903,LP0171,Battery,368,477
W021904,LP0104,GPU,907,272
W021905,LP0250,GPU,851,74
W021906,LP0377,Keyboard,1077,629
W021907,LP0288,SSD,658,200
W021908,LP0997,SSD,44,684
W021909,LP0331,SSD,148,254
W021910,LP0165,Keyboard,930,123
W021911,LP0366,Keyboard,763,505
W021912,LP0610,RAM,481,652
W021913,LP0713,SSD,700,698
W021914,LP0374,Touchpad,268,590
W021915,LP0641,Display,669,670
W021916,LP0970,Display,662,348
W021917,LP0484,Keyboard,791,404
W021918,LP0196,Display,495,230
W021919,LP0412,GPU,705,177
W021920,LP0686,Motherboard,500,356
W021921,LP0873,SSD,841,119
W021922,LP0146,Speaker,31,397
W021923,LP0645,SSD,490,619
W021924,LP0724,Display,431,167
W021925,LP0161,RAM,695,463
W021926,LP0779,Motherboard,110,134
W021927,LP0061,Display,608,379
W021928,LP0314,Cooling Fan,497,468
W021929,LP0993,SSD,465,502
W021930,LP0267,Speaker,298,442
W021931,LP0137,Keyboard,309,612
W021932,LP0674,Speaker,849,129
W021933,LP0572,Speaker,146,546
W021934,LP0857,GPU,414,390
W021935,LP0786,Touchpad,160,175
W021936,LP0827,SSD,907,35
W021937,LP0285,Keyboard,209,685
W021938,LP0149,SSD,75,163
W021939,LP0654,Display,594,86
W021940,LP0636,Touchpad,208,318
W021941,LP0814,Touchpad,322,124
W021942,LP0271,Display,906,135
W021943,LP0024,Display,196,356
W021944,LP0292,Motherboard,346,186
W021945,LP0792,SSD,134,454
W021946,LP0258,Battery,32,347
W021947,LP0875,Speaker,882,229
W021948,LP0214,Battery,51,93
W021949,LP0736,Battery,899,555
W021950,LP0224,Touchpad,956,87
W021951,LP0031,Cooling Fan,399,305
W021952,LP0580,RAM,402,579
W021953,LP0673,Display,28,149
W021954,LP0965,Keyboard,879,119
W021955,LP0970,Display,729,70
W021956,LP0883,GPU,645,484
W021957,LP0844,RAM,788,435
W021958,LP0097,Keyboard,862,103
W021959,LP0082,Motherboard,993,435
W021960,LP0781,SSD,940,261
W021961,LP0299,Motherboard,501,469
W021962,LP0104,Speaker,543,66
W021963,LP0411,Display,575,575
W021964,LP0660,RAM,566,475
W021965,LP0788,Motherboard,113,555
W021966,LP0103,Display,1044,326
W021967,LP0411,RAM,24,239
W021968,LP0950,Battery,58,492
W021969,LP0500,Battery,841,122
W021970,LP0337,GPU,558,658
W021971,LP0235,Keyboard,237,693
W021972,LP0291,Cooling Fan,838,566
W021973,LP0734,SSD,836,262
W021974,LP0970,Speaker,480,328
W021975,LP0560,GPU,437,58
W021976,LP0074,Speaker,616,349
W021977,LP0341,Motherboard,340,404
W021978,LP0809,Battery,559,256
W021979,LP0116,Battery,770,308
W021980,LP0236,Display,474,68
W021981,LP0963,Keyboard,774,213
W021982,LP0793,Touchpad,646,491
W021983,LP0177,Keyboard,48,40
W021984,LP0772,GPU,922,219
W021985,LP0525,Battery,674,203
W021986,LP0861,SSD,536,216
W021987,LP0897,Keyboard,500,123
W021988,LP0666,Display,435,221
W021989,LP0464,Cooling Fan,440,313
W021990,LP0143,Display,909,475
W021991,LP0742,Touchpad,942,608
W021992,LP0899,Cooling Fan,114,647
W021993,LP0632,Speaker,556,403
W021994,LP0170,Battery,71,366
W021995,LP0587,Cooling Fan,1090,574
W021996,LP0984,SSD,761,350
W021997,LP0312,Battery,984,254
W021998,LP0004,RAM,1069,142
W021999,LP0421,Keyboard,28,548
W022000,LP0975,Display,1076,263
W022001,LP0183,Speaker,251,394
W022002,LP0587,RAM,948,212
W022003,LP0443,Cooling Fan,888,559
W022004,LP0492,Touchpad,961,442
W022005,LP0977,Motherboard,708,648
W022006,LP0094,Battery,934,609
W022007,LP0831,Cooling Fan,292,542
W022008,LP0564,Battery,529,469
W022009,LP0205,RAM,716,650
W022010,LP0224,Battery,156,90
W022011,LP0637,Speaker,688,389
W022012,LP0397,RAM,994,427
W022013,LP0559,Motherboard,246,539
W022014,LP0546,Battery,361,462
W022015,LP0519,Speaker,1076,407
W022016,LP0085,RAM,717,676
W022017,LP0104,Touchpad,813,370
W022018,LP0828,Cooling Fan,167,449
W022019,LP0662,Touchpad,238,508
W022020,LP0918,Battery,408,148
W022021,LP0257,Motherboard,552,155
W022022,LP0339,Keyboard,726,341
W022023,LP0904,Speaker,214,222
W022024,LP0482,Motherboard,380,468
W022025,LP0932,Speaker,376,87
W022026,LP0982,Motherboard,705,593
W022027,LP0171,Motherboard,505,383
W022028,LP0462,SSD,593,96
W022029,LP0541,Display,594,453
W022030,LP0898,Touchpad,712,682
W022031,LP0047,Cooling Fan,142,337
W022032,LP0073,RAM,1038,85
W022033,LP0843,SSD,865,389
W022034,LP0467,Battery,168,129
W022035,LP0566,Cooling Fan,313,545
W022036,LP0724,Speaker,542,239
W022037,LP0844,RAM,966,664
W022038,LP0788,Motherboard,406,413
W022039,LP0392,RAM,234,101
W022040,LP0430,Touchpad,1036,462
W022041,LP0004,Cooling Fan,1022,690
W022042,LP0534,SSD,68,262
W022043,LP0113,Motherboard,775,648
W022044,LP0692,RAM,508,212
W022045,LP0959,RAM,35,549
W022046,LP0690,RAM,1078,57
W022047,LP0270,Battery,783,492
W022048,LP0145,GPU,860,427
W022049,LP0575,Battery,621,636
W022050,LP0835,SSD,945,305
W022051,LP0386,Touchpad,386,364
W022052,LP0632,Cooling Fan,862,610
W022053,LP0132,SSD,855,695
W022054,LP0334,Speaker,571,90
W022055,LP0215,RAM,301,448
W022056,LP0144,Display,359,88
W022057,LP0296,Motherboard,978,593
W022058,LP0314,SSD,502,512
W022059,LP0115,Motherboard,67,266
W022060,LP0096,RAM,477,657
W022061,LP0093,Battery,127,296
W022062,LP0035,Speaker,98,444
W022063,LP0205,Cooling Fan,814,256
W022064,LP0073,RAM,1042,455
W022065,LP0998,Touchpad,55,343
W022066,LP0901,RAM,178,274
W022067,LP0165,Touchpad,443,151
W022068,LP0899,Display,510,495
W022069,LP0108,Speaker,507,321
W022070,LP0566,Keyboard,83,553
W022071,LP0975,GPU,504,518
W022072,LP0063,Display,324,470
W022073,LP0510,Cooling Fan,47,481
W022074,LP0617,SSD,138,313
W022075,LP0792,Battery,1078,213
W022076,LP0266,Speaker,504,119
W022077,LP0316,SSD,884,575
W022078,LP0189,Motherboard,558,49
W022079,LP0084,Speaker,34,533
W022080,LP0628,SSD,1053,39
W022081,LP0694,Motherboard,856,388
W022082,LP0635,RAM,469,288
W022083,LP0785,Cooling Fan,724,524
W022084,LP0396,RAM,156,250
W022085,LP0624,GPU,114,128
W022086,LP0221,Display,471,161
W022087,LP0093,Motherboard,1005,674
W022088,LP0013,Keyboard,359,319
W022089,LP0472,Battery,941,149
W022090,LP0813,Battery,272,337
W022091,LP0412,Keyboard,645,570
W022092,LP0269,Display,611,608
W022093,LP0517,GPU,472,352
W022094,LP0006,Battery,761,34
W022095,LP0105,SSD,902,567
W022096,LP0626,Cooling Fan,907,252
W022097,LP0360,Keyboard,862,557
W022098,LP0435,GPU,892,645
W022099,LP0426,Display,918,672
W022100,LP0041,Battery,979,508
W022101,LP0790,RAM,168,119
W022102,LP0021,Cooling Fan,351,292
W022103,LP0810,Speaker,448,353
W022104,LP0109,GPU,989,35
W022105,LP0108,Motherboard,497,535
W022106,LP0480,RAM,867,407
W022107,LP0544,GPU,665,632
W022108,LP0946,SSD,830,521
W022109,LP0713,Keyboard,708,220
W022110,LP0764,Battery,227,623
W022111,LP0464,GPU,830,311
W022112,LP0770,RAM,119,508
W022113,LP0089,Touchpad,135,448
W022114,LP0287,RAM,957,85
W022115,LP0041,Battery,579,436
W022116,LP0157,Touchpad,760,420
W022117,LP0389,Speaker,60,398
W022118,LP0075,Display,631,496
W022119,LP0154,RAM,602,557
W022120,LP0455,Cooling Fan,799,151
W022121,LP0937,Battery,897,555
W022122,LP0350,Keyboard,158,319
W022123,LP0707,Motherboard,16,62
W022124,LP0185,Keyboard,976,468
W022125,LP0489,Keyboard,898,59
W022126,LP0378,Display,920,99
W022127,LP0240,GPU,590,313
W022128,LP0346,Touchpad,374,279
W022129,LP0435,SSD,1009,633
W022130,LP0553,RAM,175,158
W022131,LP0305,GPU,150,198
W022132,LP0765,RAM,719,646
W022133,LP0325,GPU,390,282
W022134,LP0070,Speaker,474,145
W022135,LP0907,SSD,368,412
W022136,LP0393,Motherboard,402,398
W022137,LP0100,Speaker,453,513
W022138,LP0807,Keyboard,507,664
W022139,LP0107,Speaker,536,696
W022140,LP0900,Speaker,858,52
W022141,LP0914,GPU,149,366
W022142,LP0659,Motherboard,574,566
W022143,LP0370,SSD,1060,520
W022144,LP0320,Keyboard,90,61
W022145,LP0756,Battery,130,547
W022146,LP0839,Touchpad,228,295
W022147,LP0059,Touchpad,864,315
W022148,LP0413,GPU,576,215
W022149,LP0313,Touchpad,590,103
W022150,LP0556,Battery,985,360
W022151,LP0792,SSD,454,73
W022152,LP0988,Cooling Fan,237,338
W022153,LP0645,Display,926,342
W022154,LP0512,Display,758,502
W022155,LP0282,Touchpad,827,301
W022156,LP0471,Battery,455,474
W022157,LP0946,GPU,179,107
W022158,LP0471,GPU,157,308
W022159,LP0506,Motherboard,353,486
W022160,LP0625,SSD,137,290
W022161,LP0603,Speaker,804,103
W022162,LP0101,Display,926,202
W022163,LP0274,Cooling Fan,258,291
W022164,LP0681,GPU,727,275
W022165,LP0755,SSD,787,113
W022166,LP0864,Touchpad,362,286
W022167,LP0865,Motherboard,15,123
W022168,LP0742,Battery,111,188
W022169,LP0593,Speaker,727,396
W022170,LP0732,SSD,1085,154
W022171,LP0816,Cooling Fan,369,444
W022172,LP0489,Keyboard,154,176
W022173,LP0897,Touchpad,432,320
W022174,LP0044,SSD,942,198
W022175,LP0096,Display,970,288
W022176,LP0380,GPU,133,178
W022177,LP0756,GPU,977,98
W022178,LP0318,Motherboard,831,183
W022179,LP0026,Touchpad,798,673
W022180,LP0208,Display,914,597
W022181,LP0390,SSD,932,128
W022182,LP0905,SSD,521,644
W022183,LP0446,GPU,89,32
W022184,LP0980,Touchpad,1062,429
W022185,LP0462,Speaker,10,50
W022186,LP0031,Display,506,236
W022187,LP0041,Keyboard,604,658
W022188,LP0015,Battery,742,522
W022189,LP0345,Display,131,602
W022190,LP0664,Display,442,652
W022191,LP0942,Motherboard,262,383
W022192,LP0314,Motherboard,659,437
W022193,LP0174,GPU,680,634
W022194,LP0383,Display,1011,365
W022195,LP0211,Touchpad,724,330
W022196,LP0936,Cooling Fan,866,644
W022197,LP0657,Motherboard,557,124
W022198,LP0346,Speaker,796,258
W022199,LP0108,Touchpad,764,615
W022200,LP0051,Keyboard,709,538
W022201,LP0790,Touchpad,131,446
W022202,LP0185,Battery,557,590
W022203,LP0779,Display,497,619
W022204,LP0900,Battery,542,220
W022205,LP0798,Speaker,994,160
W022206,LP0907,Cooling Fan,865,359
W022207,LP0071,Display,625,65
W022208,LP0165,Motherboard,46,540
W022209,LP0672,Keyboard,250,676
W022210,LP0025,GPU,756,198
W022211,LP0387,Cooling Fan,1011,443
W022212,LP0470,GPU,500,618
W022213,LP0928,Display,958,104
W022214,LP0030,SSD,514,288
W022215,LP0729,Display,78,437
W022216,LP0135,Speaker,826,287
W022217,LP0511,Touchpad,375,235
W022218,LP0088,Cooling Fan,797,112
W022219,LP0763,Display,552,481
W022220,LP0749,Speaker,1063,162
W022221,LP0313,SSD,216,364
W022222,LP0819,GPU,580,165
W022223,LP0409,SSD,415,661
W022224,LP0686,GPU,565,392
W022225,LP0614,Display,722,146
W022226,LP0685,Display,789,118
W022227,LP0251,Display,605,556
W022228,LP0792,Touchpad,910,105
W022229,LP0941,Touchpad,685,371
W022230,LP0933,Display,551,420
W022231,LP0185,Keyboard,47,148
W022232,LP0793,Keyboard,1019,146
W022233,LP0858,Speaker,402,181
W022234,LP0873,Cooling Fan,823,465
W022235,LP0379,Battery,852,545
W022236,LP0369,Keyboard,38,485
W022237,LP0777,SSD,641,77
W022238,LP0098,SSD,399,440
W022239,LP0434,SSD,532,469
W022240,LP0584,Motherboard,341,310
W022241,LP0646,GPU,829,459
W022242,LP0963,SSD,737,77
W022243,LP0129,Touchpad,948,107
W022244,LP0756,Speaker,475,285
W022245,LP0128,Touchpad,543,479
W022246,LP0896,Battery,503,370
W022247,LP0169,SSD,1085,571
W022248,LP0734,Motherboard,988,689
W022249,LP0098,Touchpad,834,262
W022250,LP0096,SSD,303,611
W022251,LP0065,Speaker,694,106
W022252,LP0399,Speaker,798,188
W022253,LP0115,Battery,628,264
W022254,LP0583,Motherboard,1079,148
W022255,LP0363,Touchpad,967,691
W022256,LP0193,Battery,559,602
W022257,LP0683,Keyboard,239,654
W022258,LP0086,RAM,540,220
W022259,LP0587,GPU,591,395
W022260,LP0508,Battery,1059,483
W022261,LP0173,GPU,44,530
W022262,LP0111,Speaker,1018,51
W022263,LP0828,Touchpad,916,381
W022264,LP0139,Speaker,674,96
W022265,LP0710,Keyboard,273,655
W022266,LP0018,Touchpad,960,146
W022267,LP0245,Cooling Fan,443,595
W022268,LP0558,SSD,662,558
W022269,LP0195,SSD,499,358
W022270,LP0983,Speaker,617,650
W022271,LP0505,Battery,1001,506
W022272,LP0592,Display,444,349
W022273,LP0365,Motherboard,588,602
W022274,LP0252,Battery,801,108
W022275,LP0405,Cooling Fan,786,301
W022276,LP0345,GPU,991,665
W022277,LP0882,SSD,825,592
W022278,LP0384,Cooling Fan,806,506
W022279,LP0839,Speaker,819,281
W022280,LP0273,Motherboard,732,574
W022281,LP0148,Touchpad,82,654
W022282,LP0669,Cooling Fan,110,338
W022283,LP0654,GPU,1075,243
W022284,LP0186,Battery,957,246
W022285,LP0698,RAM,593,537
W022286,LP0087,SSD,743,375
W022287,LP0897,Keyboard,637,62
W022288,LP0113,Motherboard,817,455
W022289,LP0669,SSD,918,615
W022290,LP0622,Motherboard,940,226
W022291,LP0481,Motherboard,918,308
W022292,LP0848,Keyboard,569,543
W022293,LP0454,RAM,90,51
W022294,LP0768,Battery,1058,83
W022295,LP0890,Touchpad,853,365
W022296,LP0918,RAM,78,323
W022297,LP0181,Display,795,555
W022298,LP0335,Display,897,231
W022299,LP0358,Cooling Fan,1027,189
W022300,LP0007,Speaker,957,664
W022301,LP0108,Speaker,507,449
W022302,LP0082,GPU,630,413
W022303,LP0687,GPU,469,649
W022304,LP0560,Battery,155,434
W022305,LP0087,Display,705,562
W022306,LP0732,Speaker,340,313
W022307,LP0139,Cooling Fan,147,64
W022308,LP0550,Keyboard,122,86
W022309,LP0771,Motherboard,989,398
W022310,LP0247,Cooling Fan,189,320
W022311,LP0172,Battery,976,440
W022312,LP0609,Motherboard,506,477
W022313,LP0172,GPU,571,310
W022314,LP0228,Keyboard,274,496
W022315,LP0557,Speaker,713,395
W022316,LP0496,SSD,273,420
W022317,LP0794,Battery,1004,499
W022318,LP0752,Cooling Fan,432,48
W022319,LP0694,Battery,423,468
W022320,LP0047,Keyboard,220,463
W022321,LP0369,Motherboard,1062,490
W022322,LP0897,RAM,716,108
W022323,LP0509,Keyboard,282,687
W022324,LP0037,RAM,156,526
W022325,LP0974,Cooling Fan,185,552
W022326,LP0565,Speaker,945,287
W022327,LP0609,SSD,541,211
W022328,LP0222,Display,1066,154
W022329,LP0069,SSD,125,697
W022330,LP0930,Cooling Fan,506,129
W022331,LP0838,Touchpad,214,633
W022332,LP0747,Cooling Fan,727,455
W022333,LP0761,Speaker,461,209
W022334,LP0412,Cooling Fan,43,304
W022335,LP0987,RAM,900,634
W022336,LP0932,Speaker,929,460
W022337,LP0218,SSD,1069,434
W022338,LP0342,SSD,957,164
W022339,LP0136,Keyboard,119,226
W022340,LP0030,Speaker,687,656
W022341,LP0230,Speaker,1030,67
W022342,LP0368,GPU,1004,471
W022343,LP0527,Motherboard,330,49
W022344,LP0208,SSD,918,209
W022345,LP0822,Keyboard,510,120
W022346,LP0139,Battery,908,591
W022347,LP0059,Speaker,177,40
W022348,LP0574,Speaker,1044,502
W022349,LP0937,Motherboard,419,344
W022350,LP0283,SSD,1076,677
W022351,LP0955,Motherboard,960,515
W022352,LP0200,Speaker,473,327
W022353,LP0358,Keyboard,812,362
W022354,LP0965,Keyboard,656,636
W022355,LP0415,Speaker,659,437
W022356,LP0682,Speaker,404,586
W022357,LP0859,Touchpad,39,386
W022358,LP0045,RAM,330,438
W022359,LP0774,Speaker,853,450
W022360,LP0811,Cooling Fan,790,406
W022361,LP0420,SSD,58,438
W022362,LP0008,Motherboard,440,58
W022363,LP0252,Cooling Fan,643,74
W022364,LP0755,Motherboard,898,686
W022365,LP0991,Keyboard,293,304
W022366,LP0615,SSD,556,86
W022367,LP0240,Display,479,688
W022368,LP0253,Speaker,396,515
W022369,LP0678,Cooling Fan,566,200
W022370,LP0565,SSD,360,570
W022371,LP0845,RAM,188,479
W022372,LP0643,Cooling Fan,753,468
W022373,LP0337,GPU,688,580
W022374,LP0530,SSD,849,631
W022375,LP0709,Display,179,427
W022376,LP0338,SSD,898,270
W022377,LP0387,Speaker,133,395
W022378,LP0169,SSD,680,491
W022379,LP0782,Touchpad,703,123
W022380,LP0450,Motherboard,779,687
W022381,LP0295,Touchpad,752,184
W022382,LP0786,Cooling Fan,785,117
W022383,LP0395,RAM,727,281
W022384,LP0143,Battery,837,477
W022385,LP0260,Battery,881,369
W022386,LP0073,Touchpad,969,471
W022387,LP0143,Display,277,432
W022388,LP0426,Keyboard,652,31
W022389,LP0328,Cooling Fan,14,369
W022390,LP0592,Display,983,545
W022391,LP0649,Cooling Fan,846,447
W022392,LP0641,Keyboard,622,215
W022393,LP0561,Keyboard,424,173
W022394,LP0213,Speaker,500,395
W022395,LP0448,Battery,1007,246
W022396,LP0481,Display,188,612
W022397,LP0085,Speaker,324,35
W022398,LP0994,GPU,15,333
W022399,LP0362,SSD,70,648
W022400,LP0444,Speaker,370,239
W022401,LP0668,Motherboard,143,110
W022402,LP0213,SSD,360,461
W022403,LP0378,RAM,182,169
W022404,LP0549,Cooling Fan,404,314
W022405,LP0521,Display,702,518
W022406,LP0103,SSD,828,269
W022407,LP0623,Cooling Fan,66,652
W022408,LP0014,Keyboard,688,386
W022409,LP0819,Battery,938,84
W022410,LP0611,GPU,686,59
W022411,LP0086,Cooling Fan,974,184
W022412,LP0498,Keyboard,445,570
W022413,LP0725,Keyboard,356,626
W022414,LP0725,Cooling Fan,866,666
W022415,LP0780,Display,236,279
W022416,LP0097,Speaker,514,263
W022417,LP0391,RAM,577,187
W022418,LP0880,Cooling Fan,1052,270
W022419,LP0572,Display,873,339
W022420,LP0365,Keyboard,971,438
W022421,LP0446,Display,534,141
W022422,LP0572,Motherboard,191,274
W022423,LP0502,SSD,388,399
W022424,LP0960,Speaker,1032,111
W022425,LP0102,GPU,1027,127
W022426,LP0313,Battery,357,488
W022427,LP0376,SSD,207,81
W022428,LP0600,RAM,934,350
W022429,LP0420,Speaker,695,334
W022430,LP0150,Motherboard,848,415
W022431,LP0453,Display,381,304
W022432,LP0630,SSD,557,269
W022433,LP0312,Speaker,670,300
W022434,LP0151,Motherboard,881,47
W022435,LP0832,Touchpad,1011,546
